ID,Rotor speed,Gear Temp.,Generator rotation,Env. Temp.,Output,Voltage,Windspeed
2221,29.41,64.6,3138,10,364,401.06,35.22
2222,30.04,70.3,3345,6,359,400.65,36.22
2223,28.36,64.5,748,8,325,400.81,36.43
2224,30.29,63.4,1623,10,336,401.35,36.75
2225,27.27,63.2,2760,5,372,401.01,35.81
2226,30.44,65.5,3630,10,392,397.77,35.34
2227,29.57,69.7,1825,9,336,400.15,34.8
2228,26.95,62.3,3937,5,346,399.27,34.86
2229,32.11,65,3840,3,325,401.67,34.6
2230,29.69,68,3600,9,307,397.29,34.73
2231,28.75,64.8,2775,10,355,400.1,34.94
2232,28.62,61.7,2181,5,366,398.85,35.15
2233,28.63,60.4,1100,9,363,399.28,34.88
2234,26.95,66.3,3277,9,386,401.52,34.2
2235,31.51,66.5,1267,10,359,398.17,34.36
2236,26.58,71,3444,9,383,399.45,34.88
2237,26.52,60.7,562,9,310,399.02,34.1
2238,27.87,64.4,1096,10,356,398.18,33.2
2239,28.32,70.1,3225,9,364,396.23,33.6
2240,30.85,62.6,2852,10,345,400.72,32.77
2241,31.1,69.7,3124,10,307,403.87,33.05
2242,31.03,63.1,2213,8,345,401.89,32.16
2243,25.37,64.7,600,7,309,400.24,31.8
2244,27.4,61.8,2808,10,330,399.51,32.52
2245,27.77,61.4,1349,10,317,402.64,32.17
2246,30.24,61.9,3155,6,365,397.27,32.95
2247,28,68.3,3349,9,369,400.04,32.63
2248,31.23,69.3,1328,9,324,399.69,32.78
2249,26.54,61.6,2805,4,323,396.84,33.02
2250,25.84,65.4,1165,9,328,396.23,33.59
2251,30.23,69.3,1280,6,327,398.86,33.58
2252,27.26,63.7,3134,9,330,399.89,32.66
2253,29.66,61.5,1997,8,330,400.99,33.26
2254,29.97,61.9,530,10,364,398.55,33.81
2255,27.95,65.7,1697,6,362,400.2,33.8
2256,27.32,62.7,3337,9,310,400.49,33.68
2257,29.99,63.2,2644,8,334,398.2,32.78
2258,29.14,62.1,893,5,314,398.66,33.3
2259,30.29,68.7,1198,3,311,400.34,32.99
2260,26.35,63.9,3491,10,372,399.48,32.42
2261,28.53,66.5,2696,10,353,403.22,32.13
2262,30.02,65.5,1033,9,327,401.47,31.19
2263,27.77,63.7,3002,9,302,396.81,31.14
2264,27.43,64.9,3175,9,381,400,31.4
2265,25.48,63.8,2733,7,311,402.02,31.39
2266,27.29,68,1306,9,312,398.86,30.45
2267,24.7,63.3,3311,6,373,403.19,29.47
2268,29.71,68.5,1500,8,382,402.28,29.85
2269,26.28,67.6,3163,10,374,401.05,30.29
2270,28.5,64.5,1640,6,311,398.56,29.64
2271,28.13,63.2,3376,9,368,396.87,29.92
2272,23.94,61.4,636,6,324,400.5,29.54
2273,27.02,65.4,1541,6,332,400.31,28.83
2274,27.42,69.2,1078,10,347,400.98,28.88
2275,25.25,64.4,957,9,315,403.89,29.7
2276,27.94,66.6,1980,2,322,401.52,29.48
2277,27.95,66.1,1546,10,377,403.68,28.52
2278,24.38,66.4,1021,4,337,401.72,27.71
2279,25.45,60.9,972,10,316,399.97,28.14
2280,27.52,71.5,3014,7,334,397.88,27.77
2281,28.25,66.8,2429,9,316,396.68,26.89
2282,22.39,63.8,1563,1,361,398.05,26.47
2283,24.02,67.9,1033,8,321,399.09,26.66
2284,22.2,61,1390,7,329,403.99,25.82
2285,24.88,71,2714,8,369,403.39,25.43
2286,27.26,65.7,1943,6,301,401.67,25.84
2287,25.14,63.1,2990,10,379,401.26,26.82
2288,28.45,68.9,1310,9,337,403.13,27.65
2289,26.32,64.9,1245,10,331,400.97,26.71
2290,26.16,66.1,2884,9,351,398.11,26.7
2291,22.64,65.3,1727,5,353,397.44,26.42
2292,24.06,68.5,1086,5,312,403,25.74
2293,28.3,61.1,1473,9,308,401.18,26.7
2294,26.72,67.8,854,5,369,402.76,26.13
2295,24.69,63.8,1401,7,314,396.28,26.01
2296,24.6,66.1,1985,10,340,403.85,25.88
2297,25.93,70.1,1216,2,304,401.35,25.07
2298,22.24,64.1,765,7,320,402.95,24.22
2299,24.79,69.4,1890,8,322,397.29,24.26
2300,21.15,70.2,2916,3,317,401.48,24.3
2301,25.81,65.8,1352,6,338,402.61,23.8
2302,22.84,65.7,2088,9,339,399.74,23.64
2303,22.65,64.3,2666,7,331,397.37,22.92
2304,26.45,65.7,501,10,324,400.71,23.19
2305,20.48,67.2,1403,6,333,400.95,22.72
2306,21.55,62,1706,5,355,403.22,23.09
2307,22.47,67.2,1275,9,303,398.22,22.21
2308,20.76,62.4,2150,7,323,397.12,21.5
2309,20.49,65.9,2383,9,366,400.14,22.05
2310,24.03,62.7,2142,4,329,399.37,22.24
2311,21.74,71,2469,6,341,401.36,22.91
2312,21.39,63.9,2443,7,350,398.12,22.18
2313,25.4,63.1,1425,9,332,401.19,22.67
2314,24.88,63,862,5,341,398.52,23.37
2315,26.68,61.8,973,10,312,403.81,23.55
2316,24.34,66.4,678,6,337,400.29,22.56
2317,22.33,61.2,1722,7,338,403.16,23.08
2318,26.32,65.3,2108,6,312,397.74,23.47
2319,25,67.8,2193,1,336,403.33,23.56
2320,23.45,60.4,1157,8,309,400.57,23.23
2321,24.39,69.9,929,9,337,403.65,22.64
2322,21.77,65.8,1774,6,301,402.48,21.94
2323,23.24,70,2515,9,345,403.99,21.5
2324,24.82,63.7,1800,9,354,399.81,22.45
2325,20.47,64.6,2558,6,324,400.2,22.43
2326,21.08,63.6,2480,10,348,402.3,21.67
2327,20.68,64.1,1667,9,334,396.94,21.52
2328,21.92,66.5,1141,7,359,400.37,20.81
2329,25.07,61.7,1272,10,313,400.58,21.29
2330,21.05,63.5,2135,7,357,400.57,20.94
2331,21.83,61.6,629,8,333,403.53,20.59
2332,22.37,64.3,2181,3,341,399.15,19.98
2333,23.13,66.6,522,8,327,401.68,20.84
2334,19.41,65.9,681,7,345,402.05,20.34
2335,20.28,68.3,2465,9,353,396.22,19.86
2336,22.71,69.9,1992,4,353,399.04,19.93
2337,23.28,66.5,1114,10,332,402.27,20.11
2338,22.51,66.3,704,8,325,399.3,20.45
2339,19.57,65.1,650,10,346,400.89,20.32
2340,23.33,65.3,947,2,341,401.69,19.44
2341,19.1,67,1506,6,307,402.95,19.12
2342,19.31,68,1366,9,345,402.15,18.27
2343,23.25,68.8,1027,9,321,403.6,18.24
2344,18.33,62.3,1655,9,322,402.24,17.87
2345,18.6,65.9,1403,8,303,400.48,17.04
2346,18.01,65.5,2034,7,341,402.08,16.34
2347,17.78,63.8,533,5,302,399.54,15.35
2348,20.58,63.7,596,9,339,403.59,15.54
2349,18.54,66.3,730,4,343,402.43,15.24
2350,19.05,68.8,1440,9,308,402.54,16.24
2351,19.56,67.4,1375,9,343,402.44,16.71
2352,21.78,61.4,1063,6,316,398.26,15.99
2353,17.04,63.5,1127,9,318,396.8,16.06
2354,21.5,69.1,2045,9,318,398.89,16.98
2355,21.59,68.6,1787,8,337,402.66,16.19
2356,22.27,62.7,1441,10,344,398.76,15.92
2357,21.7,66.6,565,7,343,398.93,15.97
2358,20.15,60.8,1415,6,327,397.68,15.64
2359,19.59,65.8,1295,10,319,399.61,16.57
2360,20.17,61.6,671,9,322,403.79,16.08
2361,18.52,63.1,1125,3,338,396.94,16.36
2362,20.47,62.2,1362,6,329,399.99,16.57
2363,21.06,62.5,888,10,324,402.62,15.73
2364,20.58,65.1,616,10,330,400.61,16.14
2365,19.81,62.1,1075,6,345,396.59,16.83
2366,23.06,61.5,1637,9,351,400.63,17.74
2367,19.48,63.5,1945,7,301,397.5,17.38
2368,22.24,61.6,954,4,341,403.08,18.18
2369,19.04,68.9,1001,7,347,402.76,17.25
2370,23.04,61.6,588,8,343,397.73,16.67
2371,19.3,64.6,752,10,310,402.53,16.82
2372,18.31,68.7,670,8,312,396.69,17.82
2373,21.75,61.9,666,7,323,403.83,18.17
2374,20.46,60.8,1188,5,331,400,17.62
2375,23.54,64.5,779,5,346,397.8,18.56
2376,19.33,68,905,10,319,396.48,19.29
2377,19.44,63.4,1162,8,328,399.84,18.69
2378,19.09,63.9,835,8,354,399.23,18.47
2379,23.24,61.4,1883,6,330,396.12,18.24
2380,20.08,68.6,548,9,326,396.4,18.46
2381,21.09,64.3,944,9,348,396.65,19.26
2382,24.12,69.4,750,7,321,398.35,20.16
2383,18.95,62.1,2231,3,355,400.88,19.32
2384,22.2,67.2,1688,9,337,399.91,19.8
2385,19.91,66.9,1152,9,349,398.92,20.55
2386,19.72,64.3,2250,8,302,402.26,19.55
2387,21.88,68.5,1655,7,344,396.09,20.3
2388,19.31,69.9,1560,10,340,403.42,19.77
2389,24.4,65.9,681,9,348,397.96,19.36
2390,21.44,68.6,579,10,322,399.76,18.58
2391,21.79,61.6,819,2,304,400.91,18.38
2392,18.82,68.7,2110,8,332,401.37,19.17
2393,21.96,65.5,2049,6,307,396.8,19.19
2394,22.42,68.8,1519,10,334,398.63,18.47
2395,21.46,66.3,1441,3,348,400.19,17.61
2396,19.58,64.6,866,6,350,401.28,17.31
2397,19.56,68.6,1181,3,347,396.37,17.11
2398,22.11,61.1,1409,9,319,398.6,17.51
2399,20.54,65.1,1800,7,307,399.9,16.84
2400,17.43,64.6,1492,8,307,397.03,16.21
2401,16.87,70.3,1972,10,326,399.15,15.69
2402,19.51,68.9,670,6,333,397.75,15.31
2403,22,62.4,1396,9,305,403.26,14.52
2404,18.55,62,989,9,332,398.43,15.1
2405,17.97,70.3,1695,4,335,400.44,15.19
2406,19.5,67.4,1411,7,308,402.09,15.11
2407,17.68,66.5,733,6,331,401.54,15.55
2408,19.73,70.1,1902,10,333,402.42,16.4
2409,17.6,64,2068,1,336,400.28,16.13
2410,16.81,67.6,989,7,315,398.91,15.25
2411,21.83,59.9,653,10,339,396.6,14.64
2412,18.84,63.9,1193,10,322,396.54,14.12
2413,19.33,69.8,1518,8,315,401.75,14.07
2414,18.38,67.7,643,8,325,396.12,14.21
2415,16.49,66.7,654,10,334,400.77,14.83
2416,16.87,68.1,1144,7,339,398.18,14.18
2417,19.93,68,829,10,304,397.55,13.91
2418,21.37,63.1,828,10,324,403.11,13.72
2419,18.24,63.7,1762,7,342,396.42,14.2
2420,16.22,67.4,1098,2,319,397.96,14.15
2421,16.85,65.1,1214,7,319,400.89,14.35
2422,17.45,62.4,1478,7,301,397.08,13.64
2423,20.45,66.3,973,6,309,402.97,14.19
2424,19.55,67.7,718,9,319,402.19,14.85
2425,19.71,62.7,884,9,320,399.14,14.86
2426,21.8,69.3,999,9,302,403.45,15.39
2427,19.11,61.4,959,10,347,399.15,15.65
2428,18.55,64.4,1542,10,331,403.66,15.23
2429,18.6,66.5,753,7,320,403.43,14.86
2430,16.98,64.5,1740,9,304,399.3,14.34
2431,18.58,65.9,1274,10,314,403.37,14.08
2432,16.92,70.7,1841,8,343,403.36,14.91
2433,17.33,68.8,1498,8,311,400.97,14.15
2434,16.06,65.5,645,3,310,397.32,14.04
2435,21.81,69.3,1646,6,343,402.63,14.6
2436,18.42,68.9,1074,8,309,401.13,14.74
2437,17.89,63.8,1864,4,314,400.93,15.55
2438,17.68,67.1,1624,5,313,403.2,15.22
2439,19.02,63.4,1261,10,339,397.86,14.46
2440,18.45,64.7,1161,7,309,399.9,15.08
2441,16.59,66.7,1333,5,338,398.28,14.39
2442,17.42,61.5,1825,8,303,401.05,14.42
2443,19.91,65.2,848,10,306,399.1,15.08
2444,21.45,64,1345,9,302,397.69,14.57
2445,21.03,61.5,1754,9,322,403.93,13.67
2446,17.13,66,1552,9,312,403.55,13.23
2447,16.12,68.2,749,7,320,397.43,12.67
2448,20.66,66.2,698,9,332,403.9,13.47
2449,18.56,62.1,812,3,320,400.12,13.69
2450,19.77,65.7,1020,7,301,403.93,14.53
2451,20.71,65.4,1579,8,311,396.22,14.74
2452,19.44,62.8,853,8,330,398.21,15.18
2453,19.18,70.2,1635,4,302,397.34,15.45
2454,19.01,64.6,825,4,321,397.88,16.21
2455,22.03,66.5,1903,3,323,398.6,16.81
2456,19.2,64.9,1944,8,329,399.74,17.25
2457,21.83,66.1,1830,8,345,397.56,17.55
2458,18.73,61.8,1576,6,306,403.6,17.32
2459,21.69,61.2,2141,9,304,399.4,16.61
2460,19.1,70.4,1326,8,319,398.72,17.49
2461,18.59,61.3,1322,7,315,399.19,16.69
2462,19.62,65.1,835,6,301,403.68,16.66
2463,20.09,69.3,1462,8,309,398.24,17.08
2464,22.19,64.2,1467,8,304,403.99,16.08
2465,18.97,65.8,1512,6,300,403.49,16.16
2466,17.52,64,1977,6,329,398.84,16.26
2467,17.9,67.1,1541,7,322,402,16.01
2468,20.07,65.8,1046,8,302,398.19,16.21
2469,20.45,69.1,1324,5,306,396.92,15.82
2470,17.68,63.2,572,7,313,398.44,16.68
2471,18.69,68.4,550,4,342,399.44,16.68
2472,20.05,63.2,682,10,348,399.36,16.08
2473,17.57,63.5,2145,9,328,401.81,16.58
2474,22.59,60.6,812,10,313,400.08,16.48
2475,17.98,69.1,1275,10,311,402.98,15.89
2476,21.11,63.9,1447,9,336,398.64,15.95
2477,21.67,65.2,1356,10,346,397.53,16.38
2478,18.64,60.6,935,9,346,401.37,16.26
2479,17.11,66.1,1626,8,306,400.21,16.16
2480,17.51,67.2,1272,9,308,399.89,15.74
2481,20.56,60.8,927,7,315,398.03,15.61
2482,17.08,62.4,834,9,309,402.16,16.12
2483,20.27,65.1,2046,5,341,396.8,16.15
2484,19.46,65,588,9,334,399.21,15.39
2485,19.62,64.6,910,9,344,399.69,15.08
2486,19.98,66.1,650,10,341,399.88,14.63
2487,19.25,66.9,816,4,301,403.46,14.14
2488,20.87,68.1,817,1,307,400.79,13.81
2489,20.35,64.3,1188,9,301,397.38,13.03
2490,18.87,61.9,1584,8,322,396.24,13.3
2491,19.71,65.4,1615,6,328,399.67,12.39
2492,20.4,70.1,1430,9,302,401.65,11.72
2493,18.77,64,1558,4,317,399.49,12.17
2494,17.85,64.7,1496,9,303,396.28,12.22
2495,16.72,66.2,1747,6,324,399.04,13.1
2496,17.9,60.6,1537,5,308,396.62,14.07
2497,19.17,61.3,817,9,303,396.19,14.58
2498,17.37,69.7,853,10,326,398.63,15.03
2499,18.43,62.2,1031,10,332,399.48,15.73
2500,19.85,65.2,1817,7,303,398.76,15.17
2501,18.52,59.5,526,9,341,396.67,14.27
2502,18.77,67.2,1396,6,340,397.01,13.93
2503,16.1,68.7,1574,9,325,403.55,13.03
2504,15.75,62.1,1581,6,331,397.64,13.09
2505,16.27,69.8,951,9,330,396.26,12.92
2506,20.05,64.6,659,9,336,402.43,12.84
2507,20.97,68.9,1690,3,308,402.73,12.04
2508,20.24,64.1,1366,5,318,400.05,11.79
2509,15.29,61.6,952,8,330,402.83,11.06
2510,17.78,67.3,787,10,324,401.33,10.42
2511,15.66,63.9,1583,6,313,398.24,11.03
2512,19,66.8,1148,8,306,397.74,10.7
2513,20.59,63.7,1616,7,324,398.31,11.57
2514,20.49,68.9,1513,9,300,397.2,11.21
2515,18.63,61.4,1437,8,335,397.67,12.12
2516,21.45,68.5,1598,10,335,397.27,12.93
2517,21.22,69.2,1160,10,311,396.47,13.73
2518,20.69,69.1,1879,9,312,402.67,13.82
2519,17.26,65.3,1101,7,313,401.2,14.54
2520,19.24,62.1,1033,8,330,396.55,14.96
2521,17.1,60.3,778,9,332,396.88,14.09
2522,16.45,63.5,1114,9,309,403.41,13.35
2523,19.58,60.9,1248,8,330,400.83,12.81
2524,16.47,67.6,698,10,329,401.08,11.94
2525,16.47,61.6,671,9,315,400.21,11.84
2526,15.55,60.9,1143,9,338,396.78,12.8
2527,15.51,67.3,615,6,312,397.77,12.85
2528,16.2,62.7,1007,8,334,402.44,12.68
2529,21.13,69.8,1822,9,330,401.94,13.53
2530,16.57,62.6,1417,10,300,403.26,13.51
2531,20.58,61.1,1378,2,335,396.11,13.56
2532,18.58,63.5,884,10,302,399.56,12.81
2533,15.69,64,977,5,304,403.51,12.31
2534,16.99,66.5,986,10,323,400.09,12.19
2535,18.75,69.8,1292,7,333,402.59,11.89
2536,16.92,63.6,1495,8,316,401.17,11.44
2537,19.57,65.9,532,10,301,398.56,10.44
2538,16.52,67.8,1042,10,310,400.45,10.14
2539,16.33,69.1,1358,9,308,399.05,9.19
2540,14.99,70,1105,10,302,403,8.5
2541,16.33,68.9,1173,10,316,402.61,9.07
2542,15.03,65,1275,9,314,401.44,9.47
2543,16.13,63.3,848,8,317,398.97,8.5
2544,17.98,64.5,1170,9,311,397.35,8.71
2545,18.79,63.9,1319,9,319,401.14,9.36
2546,14.2,65.3,1014,7,305,397.65,10.33
2547,17.56,69.5,964,8,302,403.12,9.38
2548,15.71,60.8,1267,9,322,403.73,10.22
2549,18.82,68.4,1244,10,302,396.37,9.36
2550,15.98,61.2,800,8,313,398.26,9.22
2551,19.71,67.8,536,8,313,403.15,9.45
2552,18.86,63.7,1367,10,304,402.97,9.12
2553,16.13,59.9,691,3,322,400.54,9.69
2554,14.81,62.7,688,6,304,399.29,9
2555,18.74,64.1,815,3,324,403.23,9.96
2556,16.08,66.8,691,9,318,398.46,10.68
2557,16.96,66.9,1260,8,305,399.27,11.25
2558,16.86,69.8,1251,9,306,403.99,11.92
2559,18.16,64.2,1279,10,335,400.14,12.22
2560,19.91,62.8,825,7,301,400.15,12.86
2561,18.65,65.6,1334,5,328,397.76,11.93
2562,18.6,67,1436,8,317,401.53,11.39
2563,18.87,68.2,921,9,305,397.65,11.7
2564,17.2,61.3,510,7,311,400.85,11.28
2565,16.15,64.7,822,10,313,397.67,10.5
2566,16.2,67.8,1317,7,321,396.76,11.32
2567,14.85,67.9,908,5,324,398.75,10.74
2568,16.99,62.8,1502,8,328,403.17,11.74
2569,18.33,63.5,1447,8,300,398.34,12.2
2570,18.83,65.3,1561,6,328,400.22,12.36
2571,19.47,60.5,515,1,332,400.51,12.12
2572,16.96,69.2,1630,8,304,403.93,11.42
2573,17.91,64.5,623,8,309,396.54,10.45
2574,15.46,68.2,805,9,314,396.78,10.46
2575,14.99,65.9,1178,6,315,396.29,10.59
2576,18.23,63.9,1113,10,323,398.14,11.55
2577,15.22,60.8,1470,8,323,398.23,10.62
2578,16.18,64.4,1188,9,306,399.07,10.27
2579,15.67,68.1,760,9,326,399.4,10.01
2580,17.46,67.8,529,4,314,397.49,9.54
2581,19.38,60.6,1220,8,313,400.24,10.2
2582,14.01,67.5,1374,7,311,399.5,9.55
2583,15.62,64,1020,7,322,400.97,9.52
2584,14.27,68.4,1055,10,321,399.19,9.34
2585,15.94,64.6,1197,5,317,396.89,9.55
2586,18.43,67.4,1039,8,310,398.78,8.8
2587,15.83,64.4,566,6,309,399.87,9.59
2588,17.47,62.4,1271,8,315,399.34,9.7
2589,20.29,61.2,935,8,322,400.41,10.64
2590,15.66,69.5,1298,6,328,400.67,10.77
2591,17.58,65.5,641,5,331,400.55,10.51
2592,19.78,68.4,1346,9,317,399.4,10.76
2593,17.25,63,1160,6,333,399.45,11.46
2594,17.23,62.9,551,7,306,399.77,11.08
2595,15.52,61.7,1386,5,301,398.23,11.89
2596,19.44,68,945,9,316,398.27,12.21
2597,18.39,64.1,621,8,323,396.62,12.79
2598,21.06,68.4,1697,6,318,401.59,13.33
2599,16.25,61.5,1692,8,337,401.77,13.86
2600,18.71,61.3,1841,1,330,399.97,14.86
2601,19.11,64.9,1642,9,318,401.1,15.09
2602,20.99,68.8,675,10,324,399.93,15.09
2603,21.28,68.6,1969,8,312,401.88,14.79
2604,21.92,66.5,879,6,314,399.04,14.47
2605,18.09,62.4,1636,9,345,399.6,15.02
2606,21.28,62.8,1883,10,333,399.93,15.59
2607,17.92,65.9,1572,9,328,397.71,15.29
2608,22.04,69,830,8,341,402.29,16.03
2609,21.51,63.3,1445,7,334,396.9,15.03
2610,18.37,66.4,881,9,339,400.51,14.63
2611,16.85,69.1,1586,7,331,396.39,15.46
2612,17.59,62.1,1090,10,320,400.83,16.44
2613,17.78,68,1860,9,337,400.91,17.24
2614,18.76,61.8,1426,2,303,396.64,17.58
2615,23.29,68.4,735,9,340,401.03,18.22
2616,18.8,61.4,1706,10,304,403.82,17.25
2617,18.48,61.2,1353,10,315,396.11,17.49
2618,17.97,63.6,2163,9,340,400.48,17.55
2619,18.15,61.4,1392,8,303,400.27,17.8
2620,19.26,65.6,585,10,323,397.22,17.29
2621,21.34,68.6,528,9,317,401.53,18.24
2622,18.58,62.2,1686,9,343,400.79,17.97
2623,23.22,64.5,1893,4,339,399.23,17.05
2624,19.61,66.5,824,9,312,397.71,16.99
2625,21.59,64.6,851,10,336,403.5,16.8
2626,23.51,62.6,924,7,321,398.37,17.33
2627,19.09,67.5,1038,3,306,400.84,18.27
2628,24.58,64.1,799,1,312,396.35,19.25
2629,23.44,62.1,2036,5,341,403.17,18.26
2630,20.84,68.7,1069,4,354,396.71,18.08
2631,19.66,69.2,625,6,338,402.98,18.16
2632,19.99,66.8,990,7,313,401.2,17.61
2633,21.23,68.7,723,9,305,398.34,18.21
2634,18.05,61.3,797,9,335,401.97,17.69
2635,17.97,60.8,1650,7,332,399.68,17.77
2636,18.66,66.8,831,8,312,402.88,18.63
2637,22.52,68.8,2014,5,334,401.28,17.73
2638,19.05,68.8,1342,10,341,396.31,16.77
2639,22.05,69,569,10,348,402.68,16.86
2640,18.53,61.5,694,5,348,400.21,16.23
2641,19.88,67.8,1864,10,315,403.45,15.94
2642,21.71,66.5,1629,9,307,402.53,16.02
2643,22.4,62,805,10,336,402.96,16.38
2644,22.13,61.7,2027,5,324,396.54,16.23
2645,19.16,67.1,1868,8,307,401.28,17
2646,22.88,69.2,1800,9,326,396.35,16.25
2647,22.49,63.3,1053,1,335,399.36,15.56
2648,18.81,63.1,1228,10,306,402.57,15.07
2649,18.86,66.7,1090,9,305,397.18,14.42
2650,16.79,61.1,1741,9,304,402.27,13.94
2651,16.11,65,1674,10,304,397.1,13.09
2652,15.55,69.4,770,10,309,399.46,12.15
2653,17.35,66.2,826,10,314,398.54,12.88
2654,19.36,64.9,1669,5,318,397.64,13.01
2655,15.74,64.1,1199,3,314,401.04,13.3
2656,16.97,65.1,550,1,302,396.44,12.41
2657,18.81,69.7,1413,8,305,400.42,12.87
2658,21.08,69.9,1403,6,307,397.99,12.2
2659,17.27,63.6,702,9,301,402.54,11.26
2660,19.76,63.9,1449,9,311,399.33,10.99
2661,17.67,62.1,1187,9,304,397.1,11.92
2662,16.13,70,1330,10,316,398.5,11.12
2663,18.13,64.7,1252,10,320,397.89,11.21
2664,15.75,68.3,955,10,324,402.05,11.32
2665,16.4,60.8,895,7,329,396.15,11.77
2666,19.15,67.8,1555,9,302,402.6,11.15
2667,18.25,64.5,1509,9,314,397.09,12.07
2668,15.78,68.4,646,5,333,398.6,11.74
2669,17.49,69.6,1073,8,319,397.96,12.65
2670,19.66,66.3,1706,10,318,401.26,13.19
2671,16.68,69.7,1071,10,306,396.95,13.76
2672,18.63,64.9,565,6,326,398.29,13.33
2673,17.75,60.9,1102,9,339,400.64,13.89
2674,17.32,65.5,1555,5,310,403.72,13.17
2675,17.78,68.3,833,6,329,399.65,13.48
2676,19.57,68.1,1645,10,307,402.8,13.55
2677,22.05,63.2,1704,6,328,400.85,14.13
2678,18.63,65.6,983,10,316,400.1,14.75
2679,19.39,64.8,1800,10,314,398.9,14.47
2680,20.64,68.6,1637,10,310,400.26,13.69
2681,17.83,70.6,1638,5,333,400.55,13.39
2682,16.82,62.9,737,10,336,397.21,14.04
2683,20.58,64.8,992,4,306,402.15,13.22
2684,18.94,68.3,727,5,313,403.73,13.2
2685,19.25,69.1,680,5,327,401.21,12.47
2686,21.45,67.9,1245,7,309,403.86,13.27
2687,18,67.7,793,4,324,401.37,13.1
2688,17.74,61.2,1214,6,321,399.49,14.02
2689,18.27,61,1392,6,324,401.85,13.47
2690,19.61,64.1,568,10,317,401.77,12.73
2691,20.43,70.3,1308,9,305,400.81,12.9
2692,19.19,63.8,1404,8,318,398.66,12.78
2693,16.47,67.3,1347,9,330,398.63,13.04
2694,16.09,61.5,986,8,305,396.38,13.08
2695,20.87,60.4,761,4,312,397.41,13.46
2696,21.86,65.2,778,8,323,398.7,13.92
2697,19.35,66.2,1795,7,309,398.31,12.95
2698,17.37,63.9,1580,4,303,399.19,12.79
2699,15.9,62.5,1173,10,313,402.12,12.53
2700,18.73,67.5,1544,10,333,396.43,12.78
2701,16.1,68.9,781,5,316,400.81,12.22
2702,19.6,69,1334,2,308,400.21,11.94
2703,19.62,66.1,827,8,314,402.42,12.32
2704,18.64,62.3,837,8,335,398.96,12.13
2705,18.57,65.6,769,10,331,401.33,12.14
2706,18.35,65.7,1553,8,320,397.81,11.85
2707,17.75,69.3,1245,4,303,397.85,11.5
2708,16.93,60.1,803,10,312,397.37,10.82
2709,18.15,60.6,1095,9,327,400.66,10.26
2710,20.01,65,1553,6,323,400.34,10.67
2711,18.17,63.6,1212,5,331,403.87,11.66
2712,16.47,66.5,1377,10,328,399.28,11.38
2713,19.66,64.9,821,10,329,396.25,11.85
2714,19.47,62.4,1231,4,307,402.71,11.89
2715,18.48,61.4,975,7,308,396.83,10.94
2716,17.95,60.9,525,3,305,399.19,11.64
2717,18.43,60.3,958,10,332,400.88,12.28
2718,18.05,66.8,694,3,312,396.71,12.63
2719,19.84,61,915,6,339,400.45,13.13
2720,17.56,69.2,878,7,325,403.73,13.31
2721,17.56,69.9,1103,10,320,400.93,12.39
2722,18.55,67.4,924,8,318,401.67,12.56
2723,20.13,66.9,1375,9,318,400.8,11.63
2724,15.85,67.1,1302,8,324,396.03,11.59
2725,15.05,68.4,820,3,314,403.14,11.37
2726,18.87,60.2,503,10,330,397.83,11.25
2727,17,68.8,849,10,326,403.26,11.23
2728,16.76,61,1416,8,305,398.17,12
2729,20.24,67.8,617,5,330,397.87,11.56
2730,16.14,62.1,1452,3,319,400.16,10.62
2731,15.85,69.3,856,5,321,398.68,11.56
2732,20.07,59.6,596,2,308,401.53,12.45
2733,18.99,68.8,593,10,312,401.67,11.75
2734,15.96,62.6,991,6,328,403.3,12.69
2735,19.95,60.9,917,4,326,400.4,13.13
2736,17.34,68,1409,8,328,403.56,12.15
2737,17.36,70.4,1627,5,312,399.35,12.13
2738,19.41,61.4,1254,8,303,403.63,11.66
2739,20.12,63.9,1268,5,305,401.23,11.76
2740,20.67,61.3,1430,8,332,402.44,12.37
2741,16.64,61.7,1496,8,315,397.48,11.98
2742,18.81,66.1,1643,10,326,396.06,12.91
2743,16.59,66.3,1421,8,309,398.32,13.78
2744,19.25,69.6,1642,7,317,398.12,14.44
2745,18.18,68.5,1207,8,321,402.73,14.01
2746,18.57,68.4,1615,8,315,400.7,14.53
2747,21.42,67.9,1274,10,305,400.84,13.84
2748,20.43,61.4,1624,4,304,396.12,14.74
2749,18.43,70.7,1682,9,313,399.56,13.93
2750,21.24,64.2,661,10,301,403.41,14.76
2751,19.35,64.6,794,4,315,401.42,15.32
2752,17.12,60.6,928,6,323,397.3,14.87
2753,19.72,63.2,1182,9,315,402.94,15.77
2754,20.95,69,1412,8,321,400.66,16.26
2755,23.23,64.1,795,10,341,403.22,16.57
2756,20.58,66.7,1161,5,313,402.49,16.63
2757,21.45,68.7,1233,7,323,397.67,16.97
2758,22.36,67.6,1146,3,344,402.96,16.01
2759,19.11,69.4,869,10,328,399.13,15.43
2760,18.98,65,1547,10,305,402.27,14.74
2761,21.92,61,1639,9,312,398.29,14.51
2762,18.24,60.8,916,6,311,400.54,14.5
2763,18.28,60.5,897,9,310,397.08,14.18
2764,19.5,67.9,1955,9,307,397.49,15.02
2765,18.71,69.9,1108,2,300,399.88,14.82
2766,20.63,62.9,664,7,326,400.28,15.24
2767,21.42,62,1172,6,335,401.3,14.54
2768,17.76,67.9,1708,8,321,401.96,14.14
